issue.id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,commenters.nonowners,comments.by.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct.edges,total.edges
286066,RESOLVED,JDT-UI-Inbox,normal,3,Genady Beryozkin,67545.9931,23,8,8,23,15529,0,0,8,5,0,16,9,0,1,1,0,23,10,21,7,28
286073,RESOLVED,JDT-UI-Inbox,enhancement,4,None,61935.1122,20,9,9,20,15529,0,0,9,3,0,3,24,0,0,0,0,1,5,25,11,36
286075,RESOLVED,JDT-UI-Inbox,normal,3,Boris Pruessmann,58700.465,9,4,4,9,15529,0,0,4,0,0,0,7,0,0,1,0,0,5,6,0,6
286081,RESOLVED,JDT-UI-Inbox,normal,3,Robert Onslow,49124.6506,9,6,6,9,15529,0,0,6,6,0,0,12,0,0,0,0,2,2,12,3,15
286086,RESOLVED,JDT-UI-Inbox,enhancement,4,None,65724.185,11,4,4,11,15529,0,0,4,0,0,0,10,0,0,0,0,0,2,5,1,6
286090,RESOLVED,JDT-UI-Inbox,enhancement,4,Praful Kapadia,47347.7364,17,4,4,17,15529,0,0,4,0,0,0,21,0,0,0,0,0,2,5,1,6
286105,RESOLVED,JDT-UI-Inbox,enhancement,4,Dirk Baeumer,63522.4583,10,3,3,10,15529,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,3
286108,RESOLVED,JDT-UI-Inbox,normal,3,Randy Hudson,65608.1428,17,6,6,17,15529,0,0,6,0,0,0,2,0,1,3,0,18,14,12,3,15
286113,RESOLVED,JDT-UI-Inbox,normal,3,Dirk Baeumer,64766.8606,9,6,6,9,15529,0,0,6,1,0,1,10,0,0,0,0,2,10,15,0,15
286114,RESOLVED,JDT-UI-Inbox,enhancement,4,None,66302.7942,10,5,5,10,15529,0,0,5,0,0,0,0,0,0,0,0,0,20,10,0,10
286124,RESOLVED,JDT-UI-Inbox,enhancement,4,Andrew V. Zavtrakov,63952.6642,11,5,5,11,15529,0,0,5,0,0,0,10,0,0,0,0,0,10,8,2,10
286131,CLOSED,JDT-UI-Inbox,enhancement,4,Koen van Dijken,34937.2319,14,6,6,14,15529,0,0,6,0,0,2,14,0,0,0,0,3,11,11,4,15
286132,RESOLVED,JDT-UI-Inbox,enhancement,4,Jeff Brown,65765.7831,9,4,4,9,15529,0,0,4,0,0,0,8,0,0,0,0,0,2,5,1,6
286136,RESOLVED,JDT-UI-Inbox,normal,3,Adam Kiezun,56726.9339,5,4,4,5,15529,0,0,4,0,0,0,0,0,0,0,0,0,6,5,1,6
286147,RESOLVED,JDT-UI-Inbox,normal,3,None,63739.8725,15,4,4,15,15529,0,0,4,0,0,0,0,0,0,0,0,0,24,6,0,6
286155,RESOLVED,JDT-UI-Inbox,normal,3,Kenny MacLeod,56871.8919,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,2,5,1,6
286158,RESOLVED,JDT-UI-Inbox,normal,3,Giovanni Corriga,62589.8267,11,5,5,11,15529,0,0,5,0,0,1,9,0,0,0,0,1,3,8,2,10
286161,RESOLVED,JDT-UI-Inbox,normal,3,Tom Hofmann,37721.4111,5,4,4,5,15529,0,0,4,0,0,0,0,0,0,0,0,0,6,5,1,6
286163,RESOLVED,JDT-UI-Inbox,normal,3,Ron Baldwin,57095.5464,25,6,6,25,15529,0,0,6,0,0,0,0,0,10,2,1,11,12,11,4,15
286171,RESOLVED,JDT-UI-Inbox,enhancement,4,Andrew Freeman,59559.8658,5,4,4,5,15529,0,0,4,0,0,0,4,0,0,0,0,0,2,4,2,6
286172,RESOLVED,JDT-UI-Inbox,enhancement,4,None,69123.2661,12,4,4,12,15529,0,0,4,0,2,0,0,0,0,0,2,0,15,6,0,6
286174,RESOLVED,JDT-UI-Inbox,enhancement,4,None,55673.9497,10,4,4,10,15529,0,0,4,0,0,3,6,0,0,0,0,5,1,5,1,6
286176,RESOLVED,JDT-UI-Inbox,minor,2,Michael Valenta,60568.8333,16,4,4,16,15529,0,0,4,0,0,0,0,0,0,0,0,0,18,6,0,6
286177,RESOLVED,JDT-UI-Inbox,enhancement,4,David Saff,48759.4003,32,25,25,32,15529,0,0,25,136,22,24,68,0,2,11,1,4,13,177,123,300
286179,RESOLVED,JDT-UI-Inbox,minor,2,Kevin McGuire,63537.9844,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,6,4,5,1,6
286189,RESOLVED,JDT-UI-Inbox,normal,3,None,56125.5031,14,5,5,14,15529,0,0,5,0,0,0,15,0,0,0,0,0,7,8,2,10
286190,RESOLVED,JDT-UI-Inbox,enhancement,4,None,60007.6867,9,7,7,9,15529,0,0,7,0,0,1,3,0,0,0,0,8,7,14,7,21
286196,RESOLVED,JDT-UI-Inbox,enhancement,4,Sebastian Davids,48084.4056,16,5,5,16,15529,0,0,5,0,0,0,0,0,0,0,0,16,9,7,3,10
286198,RESOLVED,JDT-UI-Inbox,normal,3,d,44646.1894,15,5,5,15,15529,0,0,5,0,0,0,16,0,0,0,0,0,15,9,1,10
286199,RESOLVED,JDT-UI-Inbox,enhancement,4,Todd Chambery,63764.3231,10,4,4,10,15529,0,0,4,0,0,0,9,0,0,0,0,0,2,4,2,6
286202,RESOLVED,JDT-UI-Inbox,enhancement,4,Markus Keller,39374.9742,8,4,4,8,15529,0,0,4,0,0,0,0,0,0,0,0,0,12,5,1,6
286212,RESOLVED,JDT-UI-Inbox,normal,3,Jared Burns,29960.2436,9,4,4,9,15529,0,0,4,0,0,0,4,0,0,0,0,1,7,6,0,6
286221,RESOLVED,JDT-UI-Inbox,enhancement,4,None,69123.2967,14,4,4,14,15529,0,0,4,2,0,0,0,0,0,0,2,0,19,6,0,6
286227,RESOLVED,JDT-UI-Inbox,normal,3,Christophe Elek,56753.7153,5,4,4,5,15529,0,0,4,0,0,0,0,0,0,0,0,4,3,4,2,6
286240,RESOLVED,JDT-UI-Inbox,enhancement,4,Andreas Kr?¬ger,63205.8522,22,5,5,22,15529,0,0,5,0,0,0,13,0,0,8,0,0,20,10,0,10
286246,RESOLVED,JDT-UI-Inbox,enhancement,4,Eric Nickell,63373.0544,8,4,4,8,15529,0,0,4,0,0,0,7,0,0,0,0,0,2,5,1,6
286249,RESOLVED,JDT-UI-Inbox,enhancement,4,Andreas Klein,22565.1725,6,4,4,6,15529,0,0,4,1,0,0,6,0,0,0,0,0,1,4,2,6
286256,RESOLVED,JDT-UI-Inbox,normal,3,Arnaud Heritier,56492.1414,12,6,6,12,15529,0,0,6,0,0,0,10,0,0,0,0,0,12,12,3,15
286260,RESOLVED,JDT-UI-Inbox,enhancement,4,tmenzel,46960.3431,17,5,5,17,15529,0,0,5,10,0,0,16,0,0,0,0,1,2,7,3,10
286262,RESOLVED,JDT-UI-Inbox,normal,3,George C. Hetrick,47412.3103,35,7,7,35,15529,0,0,7,0,0,0,40,0,0,0,0,0,47,17,4,21
286267,RESOLVED,JDT-UI-Inbox,normal,3,None,69123.3306,12,5,5,12,15529,0,0,5,2,0,0,0,2,0,0,0,0,22,9,1,10
286269,RESOLVED,JDT-UI-Inbox,enhancement,4,Channing Walton,68444.8475,14,6,6,14,15529,0,0,6,3,4,0,6,2,0,1,0,1,8,11,4,15
286271,RESOLVED,JDT-UI-Inbox,enhancement,4,Eric,56319.2478,8,4,4,8,15529,0,0,4,0,0,1,6,0,0,0,0,1,2,4,2,6
286275,RESOLVED,JDT-UI-Inbox,enhancement,4,Achim Abeling,28031.1489,13,5,5,13,15529,0,0,5,1,0,0,14,0,0,0,0,0,8,10,0,10
286282,RESOLVED,JDT-UI-Inbox,enhancement,4,Matt,56337.9506,11,5,5,11,15529,0,0,5,1,0,0,12,0,0,0,0,0,8,9,1,10
286287,RESOLVED,JDT-UI-Inbox,enhancement,4,David Whiteman,63879.4189,14,5,5,14,15529,0,0,5,0,0,0,12,0,0,1,0,0,3,7,3,10
286289,RESOLVED,JDT-UI-Inbox,enhancement,4,Xavier M??haut,65661.2364,9,4,4,9,15529,0,0,4,0,0,0,8,0,0,0,0,0,2,4,2,6
286290,RESOLVED,JDT-UI-Inbox,enhancement,4,None,62201.0531,11,4,4,11,15529,0,0,4,0,0,0,0,0,0,0,0,0,16,6,0,6
286296,RESOLVED,JDT-UI-Inbox,enhancement,4,None,64041.7892,10,5,5,10,15529,0,0,5,0,0,0,9,0,0,0,0,0,5,8,2,10
286301,RESOLVED,JDT-UI-Inbox,critical,6,Feng Xiang,29098.9914,16,5,5,16,15529,0,0,5,0,0,0,19,0,0,0,0,0,7,8,2,10
286307,RESOLVED,JDT-UI-Inbox,minor,2,None,67671.6267,12,4,4,12,15529,0,0,4,0,0,1,0,0,0,2,0,2,13,6,0,6
286309,RESOLVED,JDT-UI-Inbox,enhancement,4,Magnus Ihse Bursie,66296.1939,13,5,5,13,15529,0,0,5,1,0,0,14,0,0,0,0,0,2,5,5,10
286310,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,57163.0786,11,3,3,11,15529,0,0,3,0,0,0,8,0,0,1,0,1,1,3,0,3
286315,RESOLVED,JDT-UI-Inbox,enhancement,4,Peter Burka,63710.2464,10,5,5,10,15529,0,0,5,0,0,0,2,0,0,7,0,0,3,7,3,10
286319,RESOLVED,JDT-UI-Inbox,enhancement,4,Dirk Baeumer,63451.7478,10,4,4,10,15529,0,0,4,0,0,0,0,0,0,0,0,0,11,5,1,6
286332,RESOLVED,JDT-UI-Inbox,enhancement,4,R Lenard,41649.0192,8,4,4,8,15529,0,0,4,0,0,0,7,0,0,0,0,0,5,6,0,6
286345,RESOLVED,JDT-UI-Inbox,enhancement,4,Masayuki Fuse,63723.7247,13,4,4,13,15529,0,0,4,0,0,0,10,0,0,1,0,0,2,5,1,6
286353,RESOLVED,JDT-UI-Inbox,enhancement,4,Ilja Preuss,54980.6942,6,4,4,6,15529,0,0,4,0,0,0,0,0,0,3,1,1,2,5,1,6
286354,RESOLVED,JDT-UI-Inbox,enhancement,4,Martin Kersten,38926.9444,5,4,4,5,15529,0,0,4,0,0,1,3,0,0,0,0,0,2,4,2,6
286360,RESOLVED,JDT-UI-Inbox,enhancement,4,Juergen Weber,25795.0961,9,4,4,9,15529,0,0,4,0,0,0,8,0,0,0,0,0,4,6,0,6
286363,RESOLVED,JDT-UI-Inbox,enhancement,4,Eric Nickell,63392.9972,12,4,4,12,15529,0,0,4,0,0,0,11,0,0,0,0,0,2,5,1,6
286368,RESOLVED,JDT-UI-Inbox,enhancement,4,Brock Janiczak,38116.3658,6,4,4,6,15529,0,0,4,0,0,1,4,0,0,0,0,2,1,5,1,6
286369,RESOLVED,JDT-UI-Inbox,normal,3,Adam Cabler,25734.4167,17,7,7,17,15529,0,0,7,0,0,0,16,0,0,0,0,0,14,13,8,21
286370,RESOLVED,JDT-UI-Inbox,major,5,Randy Hudson,59916.4169,22,4,4,22,15529,0,0,4,0,0,0,0,0,0,0,0,3,38,6,0,6
286372,RESOLVED,JDT-UI-Inbox,normal,3,None,57687.1675,7,4,4,7,15529,0,0,4,0,0,0,0,0,0,0,0,0,8,6,0,6
286375,RESOLVED,JDT-UI-Inbox,normal,3,None,64408.7681,12,4,4,12,15529,0,0,4,0,0,0,0,0,0,0,0,0,13,5,1,6
286379,RESOLVED,JDT-UI-Inbox,enhancement,4,Anders Lindstrom,56721.4186,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,3,5,1,6
286389,RESOLVED,JDT-UI-Inbox,enhancement,4,None,57164.9428,6,3,3,6,15529,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3
286390,RESOLVED,JDT-UI-Inbox,enhancement,4,None,55063.595,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,0,14,6,0,6
286391,RESOLVED,JDT-UI-Inbox,enhancement,4,Matthew Conway,43407.195,13,4,4,13,15529,0,0,4,1,0,0,11,0,0,2,0,0,1,4,2,6
286395,RESOLVED,JDT-UI-Inbox,enhancement,4,Magnus Ihse Bursie,66665.9128,10,4,4,10,15529,0,0,4,0,0,0,9,0,0,0,0,0,2,5,1,6
286397,RESOLVED,JDT-UI-Inbox,normal,3,None,69123.2131,29,9,9,29,15529,0,0,9,2,2,10,10,0,1,4,5,2,29,21,15,36
286401,RESOLVED,JDT-UI-Inbox,normal,3,Adam Kiezun,57232.3642,5,3,3,5,15529,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
286402,RESOLVED,JDT-UI-Inbox,normal,3,Michael Fraenkel,63532.4311,11,5,5,11,15529,0,0,5,0,0,0,10,0,0,0,0,0,9,7,3,10
286404,RESOLVED,JDT-UI-Inbox,normal,3,None,63466.7147,11,5,5,11,15529,0,0,5,0,0,0,5,0,0,0,0,3,7,8,2,10
286405,RESOLVED,JDT-UI-Inbox,normal,3,None,69123.215,11,4,4,11,15529,0,0,4,0,0,2,0,0,0,0,0,0,15,6,0,6
286406,RESOLVED,JDT-UI-Inbox,enhancement,4,Tobias Widmer,38557.5486,9,6,6,9,15529,0,0,6,2,1,0,8,0,0,1,0,2,4,14,1,15
286410,RESOLVED,JDT-UI-Inbox,enhancement,4,Kurt Kellner,61049.0331,16,6,6,16,15529,0,0,6,0,0,0,19,0,0,0,0,0,17,11,4,15
286411,RESOLVED,JDT-UI-Inbox,normal,3,J??rg Hohwiller,56731.8336,7,4,4,7,15529,0,0,4,0,0,0,6,0,0,0,0,0,3,4,2,6
286417,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,56743.3861,5,4,4,5,15529,0,0,4,0,0,0,0,0,0,3,0,1,2,5,1,6
286424,RESOLVED,JDT-UI-Inbox,enhancement,4,None,28733.055,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,2,4,2,6
286426,RESOLVED,JDT-UI-Inbox,enhancement,4,Joachim Molkow,66405.5553,9,5,5,9,15529,0,0,5,1,0,4,5,0,0,0,0,5,4,10,0,10
286429,RESOLVED,JDT-UI-Inbox,enhancement,4,Ilja Preuss,65663.0561,14,4,4,14,15529,0,0,4,0,0,4,4,0,0,4,0,1,2,5,1,6
286439,RESOLVED,JDT-UI-Inbox,normal,3,None,63449.3444,13,4,4,13,15529,0,0,4,0,0,0,0,0,0,0,0,0,22,6,0,6
286453,RESOLVED,JDT-UI-Inbox,enhancement,4,Ralf Hauser,46502.5322,7,4,4,7,15529,0,0,4,0,0,1,5,0,0,0,0,0,2,5,1,6
286461,RESOLVED,JDT-UI-Inbox,enhancement,4,Randy Faust,55383.3014,10,7,7,10,15529,0,0,7,10,0,0,18,0,0,0,0,1,1,7,14,21
286462,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,56743.4519,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,7,0,1,2,5,1,6
286463,RESOLVED,JDT-UI-Inbox,enhancement,4,J??rg von  Frantzius,63207.5361,16,5,5,16,15529,0,0,5,0,0,0,15,0,0,0,0,0,5,9,1,10
286466,RESOLVED,JDT-UI-Inbox,enhancement,4,??yvind Harboe,56727.7703,8,5,5,8,15529,0,0,5,0,0,0,6,0,0,1,0,0,3,7,3,10
286468,RESOLVED,JDT-UI-Inbox,enhancement,4,Randy Hudson,65993.3381,12,5,5,12,15529,0,0,5,0,0,1,1,0,0,0,0,10,3,8,2,10
286469,RESOLVED,JDT-UI-Inbox,enhancement,4,??yvind Harboe,58094.1719,7,4,4,7,15529,0,0,4,0,0,0,5,0,0,1,0,0,4,6,0,6
286471,RESOLVED,JDT-UI-Inbox,normal,3,None,38079.0061,13,6,6,13,15529,0,0,6,0,0,1,6,0,0,0,0,1,10,10,5,15
286478,RESOLVED,JDT-UI-Inbox,enhancement,4,None,64935.0592,14,4,4,14,15529,0,0,4,0,0,0,0,0,3,0,0,0,12,5,1,6
286484,RESOLVED,JDT-UI-Inbox,enhancement,4,Channing Walton,67840.6778,10,5,5,10,15529,0,0,5,1,0,3,11,0,0,1,0,0,7,8,2,10
286489,RESOLVED,JDT-UI-Inbox,enhancement,4,Mike Barbre,64911.8961,9,6,6,9,15529,0,0,6,1,0,1,11,0,0,0,0,1,9,10,5,15
286491,RESOLVED,JDT-UI-Inbox,normal,3,None,56708.6131,6,4,4,6,15529,0,0,4,0,0,0,0,0,0,0,0,0,8,6,0,6
286496,RESOLVED,JDT-UI-Inbox,enhancement,4,Eduardo Pereira,63805.2811,38,7,7,38,15529,0,0,7,0,0,2,11,0,0,17,0,0,34,17,4,21
286503,RESOLVED,JDT-UI-Inbox,enhancement,4,Adam Kiezun,65273.4828,17,5,5,17,15529,0,0,5,0,0,0,0,0,0,0,0,6,16,8,2,10
286505,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,57253.7683,13,6,6,13,15529,0,0,6,0,1,0,16,0,0,0,0,1,12,15,0,15
286506,RESOLVED,JDT-UI-Inbox,enhancement,4,Eidmann,60047.335,7,5,5,7,15529,0,0,5,0,0,0,6,0,0,0,0,0,5,9,1,10
286513,RESOLVED,JDT-UI-Inbox,enhancement,4,Gary Gregory,58019.9547,8,5,5,8,15529,0,0,5,1,0,0,9,0,0,1,0,0,4,9,1,10
286516,CLOSED,JDT-UI-Inbox,enhancement,4,Greg Adams,66398.3553,14,6,6,14,15529,0,0,6,0,0,1,12,0,0,0,0,1,5,11,4,15
286518,RESOLVED,JDT-UI-Inbox,enhancement,4,Vladimir Dolzhenko,46512.6058,9,3,3,9,15529,0,0,3,0,0,0,8,0,0,0,0,0,1,2,1,3
286524,RESOLVED,JDT-UI-Inbox,enhancement,4,None,65253.0078,18,4,4,18,15529,0,0,4,0,0,0,0,0,0,0,0,2,17,5,1,6
286525,RESOLVED,JDT-UI-Inbox,enhancement,4,Thomas  M??der,48643.7253,6,4,4,6,15529,0,0,4,0,0,0,3,0,0,0,0,2,3,6,0,6
286526,RESOLVED,JDT-UI-Inbox,enhancement,4,None,60923.6756,21,5,5,21,15529,0,0,5,0,0,0,12,0,0,9,0,0,19,9,1,10
286528,RESOLVED,JDT-UI-Inbox,enhancement,4,Sidney Monteiro Jr,65218.2272,15,6,6,15,15529,0,0,6,1,0,3,12,0,0,1,0,0,3,12,3,15
286535,RESOLVED,JDT-UI-Inbox,enhancement,4,Pascal Rapicault,48638.7292,16,4,4,16,15529,0,0,4,0,0,0,0,2,0,3,7,7,9,6,0,6
286537,RESOLVED,JDT-UI-Inbox,enhancement,4,Jalpesh,65309.83,15,10,10,15,15529,0,0,10,14,0,0,19,0,0,0,0,1,5,32,13,45
286541,RESOLVED,JDT-UI-Inbox,normal,3,Andreas Kr?¬ger,63424.4647,12,6,6,12,15529,0,0,6,2,0,0,15,0,0,2,0,0,10,14,1,15
286549,RESOLVED,JDT-UI-Inbox,enhancement,4,Andreas Kr?¬ger,63307.8683,13,4,4,13,15529,0,0,4,0,0,0,10,0,0,2,0,0,7,6,0,6
286550,RESOLVED,JDT-UI-Inbox,normal,3,None,63449.235,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,0,10,5,1,6
286552,RESOLVED,JDT-UI-Inbox,enhancement,4,Fares Abdullah,56790.9694,8,5,5,8,15529,0,0,5,1,0,0,10,0,0,0,0,0,4,8,2,10
286559,RESOLVED,JDT-UI-Inbox,normal,3,None,50464.7383,9,5,5,9,15529,0,0,5,0,0,1,7,0,0,0,0,0,8,8,2,10
286567,RESOLVED,JDT-UI-Inbox,enhancement,4,Eric Jain,46003.3414,12,5,5,12,15529,0,0,5,0,0,0,13,0,0,0,0,0,3,7,3,10
286568,RESOLVED,JDT-UI-Inbox,enhancement,4,Channing Walton,66449.325,13,4,4,13,15529,0,0,4,0,0,0,11,0,0,1,0,0,2,5,1,6
286569,RESOLVED,JDT-UI-Inbox,major,5,Luca Davanzo,63870.4417,13,6,6,13,15529,0,0,6,1,0,5,11,0,0,0,0,4,9,15,0,15
286570,RESOLVED,JDT-UI-Inbox,enhancement,4,Gary Gregory,56462.2753,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,3,5,1,6
286575,RESOLVED,JDT-UI-Inbox,enhancement,4,Boris Pruessmann,64288.4278,9,4,4,9,15529,0,0,4,0,0,0,7,0,0,1,0,0,7,6,0,6
286577,RESOLVED,JDT-UI-Inbox,normal,3,Dejan Glozic,57129.7614,5,4,4,5,15529,0,0,4,0,0,0,0,0,0,0,0,0,6,5,1,6
286584,RESOLVED,JDT-UI-Inbox,major,5,Dirk Baeumer,69123.3811,17,6,6,17,15529,0,0,6,3,1,7,0,0,2,0,0,4,21,10,5,15
286593,RESOLVED,JDT-UI-Inbox,enhancement,4,Guillaume Pothier,47097.9508,6,4,4,6,15529,0,0,4,1,0,0,6,0,0,0,0,0,1,3,3,6
286594,RESOLVED,JDT-UI-Inbox,normal,3,Adam Kiezun,56891.8342,7,3,3,7,15529,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
286596,RESOLVED,JDT-UI-Inbox,enhancement,4,Tammo Freese,63881.0678,9,4,4,9,15529,0,0,4,0,0,0,8,0,0,0,0,0,2,5,1,6
286597,RESOLVED,JDT-UI-Inbox,enhancement,4,Matthias Gottschlich,66741.1017,30,14,14,30,15529,0,0,14,18,12,4,44,0,2,3,0,4,16,53,38,91
286606,RESOLVED,JDT-UI-Inbox,normal,3,Holger Eichelberger,53182.1878,19,9,9,19,15529,0,0,9,2,0,1,24,0,0,0,0,2,24,20,16,36
286609,RESOLVED,JDT-UI-Inbox,enhancement,4,Dirk Baeumer,66114.1553,11,4,4,11,15529,0,0,4,0,0,0,0,0,0,3,0,0,13,5,1,6
286612,RESOLVED,JDT-UI-Inbox,enhancement,4,Ian Phillips,59006.8225,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,4,5,1,6
286618,RESOLVED,JDT-UI-Inbox,enhancement,4,Jose M Beleta,63703.8917,11,5,5,11,15529,0,0,5,0,0,0,10,0,0,0,0,0,4,7,3,10
286623,RESOLVED,JDT-UI-Inbox,enhancement,4,None,63318.8594,11,3,3,11,15529,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,3
286625,RESOLVED,JDT-UI-Inbox,minor,2,Randy Hudson,56507.4103,11,4,4,11,15529,0,0,4,0,0,0,0,0,0,0,0,3,5,6,0,6
286629,RESOLVED,JDT-UI-Inbox,enhancement,4,Usha,47433.9953,8,5,5,8,15529,0,0,5,1,0,0,9,0,0,0,0,0,5,6,4,10
286632,RESOLVED,JDT-UI-Inbox,enhancement,4,John P. A. Verhaeg,63369.2944,10,5,5,10,15529,0,0,5,0,0,0,9,0,0,0,0,0,4,8,2,10
286633,RESOLVED,JDT-UI-Inbox,normal,3,David Buttler,55359.2783,7,4,4,7,15529,0,0,4,0,1,0,4,0,0,1,0,0,1,5,1,6
286638,RESOLVED,JDT-UI-Inbox,enhancement,4,Eugene Kuleshov,39567.1797,12,8,8,12,15529,0,0,8,1,1,4,4,1,0,9,1,1,4,21,7,28
286651,RESOLVED,JDT-UI-Inbox,normal,3,None,63713.2164,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,2,13,6,0,6
286653,RESOLVED,JDT-UI-Inbox,enhancement,4,Erik Jensen,36571.8333,6,4,4,6,15529,0,0,4,0,0,0,5,0,0,0,0,0,3,5,1,6
286670,RESOLVED,JDT-UI-Inbox,enhancement,4,Dirk Baeumer,59536.5219,10,4,4,10,15529,0,0,4,0,0,0,0,0,0,0,0,0,11,5,1,6
286674,RESOLVED,JDT-UI-Inbox,enhancement,4,??yvind Harboe,57213.7067,9,4,4,9,15529,0,0,4,0,0,0,7,0,0,1,0,0,5,6,0,6
286676,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,57038.1736,7,4,4,7,15529,0,0,4,0,0,0,0,0,0,4,0,1,2,5,1,6
286682,RESOLVED,JDT-UI-Inbox,enhancement,4,Johan Compagner,65510.7089,15,4,4,15,15529,0,0,4,0,0,0,13,0,0,1,0,0,3,6,0,6
286686,RESOLVED,JDT-UI-Inbox,enhancement,4,Adam Kiezun,63545.1453,10,4,4,10,15529,0,0,4,0,0,0,0,0,0,0,0,0,11,5,1,6
286689,RESOLVED,JDT-UI-Inbox,normal,3,None,63394.1792,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,8,2,5,1,6
286692,RESOLVED,JDT-UI-Inbox,enhancement,4,None,63777.4314,15,5,5,15,15529,0,0,5,0,0,0,3,0,0,11,0,0,3,7,3,10
286694,RESOLVED,JDT-UI-Inbox,enhancement,4,Douglas de Oliveira Mendes,48879.3486,9,5,5,9,15529,0,0,5,1,0,0,9,0,0,0,0,1,3,10,0,10
286701,RESOLVED,JDT-UI-Inbox,enhancement,4,Alex Blewitt,57172.6175,12,5,5,12,15529,0,0,5,0,0,1,7,0,0,4,0,1,9,8,2,10
286703,RESOLVED,JDT-UI-Inbox,normal,3,None,63402.3347,12,3,3,12,15529,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,3
286704,RESOLVED,JDT-UI-Inbox,enhancement,4,Wojtek Bok,78518.4358,10,5,5,10,15529,0,0,5,1,0,0,11,0,0,0,0,0,3,6,4,10
286717,RESOLVED,JDT-UI-Inbox,enhancement,4,Hugo A. Garcia,35864.8056,7,4,4,7,15529,0,0,4,0,0,0,6,0,0,0,0,0,3,5,1,6
286721,RESOLVED,JDT-UI-Inbox,enhancement,4,None,69123.6236,13,5,5,13,15529,0,0,5,2,0,2,0,0,0,7,1,0,4,7,3,10
286722,RESOLVED,JDT-UI-Inbox,enhancement,4,Jared Burns,66566.4578,11,5,5,11,15529,0,0,5,0,0,0,4,0,0,2,0,5,4,6,4,10
286726,RESOLVED,JDT-UI-Inbox,enhancement,4,None,63563.8261,10,4,4,10,15529,0,0,4,0,0,0,3,0,0,0,0,4,4,5,1,6
286729,RESOLVED,JDT-UI-Inbox,enhancement,4,Kenny MacLeod,56733.0436,6,5,5,6,15529,0,0,5,0,0,0,5,0,0,0,0,0,5,9,1,10
286732,RESOLVED,JDT-UI-Inbox,normal,3,Adam Kiezun,63452.8447,14,5,5,14,15529,0,0,5,0,0,0,14,0,0,0,0,0,13,9,1,10
286735,RESOLVED,JDT-UI-Inbox,normal,3,Peter Shipton,64407.5953,10,4,4,10,15529,0,0,4,0,0,0,8,0,0,0,0,0,3,6,0,6
286741,RESOLVED,JDT-UI-Inbox,enhancement,4,Tai Truong,55551.2311,8,5,5,8,15529,0,0,5,0,0,0,7,0,0,0,0,0,6,7,3,10
286745,RESOLVED,JDT-UI-Inbox,normal,3,Gary Gregory,53795.3322,11,7,7,11,15529,0,0,7,0,0,0,10,0,0,0,0,0,7,12,9,21
286749,RESOLVED,JDT-UI-Inbox,enhancement,4,Dale King,65078.0831,11,5,5,11,15529,0,0,5,0,0,0,10,0,0,0,0,0,10,8,2,10
286750,RESOLVED,JDT-UI-Inbox,normal,3,Dirk Baeumer,57500.6831,5,3,3,5,15529,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
286756,RESOLVED,JDT-UI-Inbox,enhancement,4,Magnus Ihse Bursie,68010.0853,11,4,4,11,15529,0,0,4,2,0,2,6,0,1,0,0,0,7,6,0,6
286758,RESOLVED,JDT-UI-Inbox,normal,3,Mark Addleman,66448.6694,16,5,5,16,15529,0,0,5,0,0,2,13,0,0,0,0,2,11,10,0,10
286759,RESOLVED,JDT-UI-Inbox,normal,3,Dirk Baeumer,63737.0694,30,5,5,30,15529,0,0,5,0,0,0,0,0,0,0,0,6,26,7,3,10
286760,RESOLVED,JDT-UI-Inbox,enhancement,4,Angus Mezick,59679.9864,6,4,4,6,15529,0,0,4,0,0,0,4,0,0,0,0,0,3,5,1,6
