issue.id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,commenters.nonowners,comments.by.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct.edges,total.edges
5542,CLOSED,Roy Ganor,normal,3,Piotr Szczepanik,2295.5189,10,5,5,10,507,392,367,5,10,5,0,0,4,0,0,0,0,0,9,1,10
5561,CLOSED,PHP UI,normal,3,Jon Elofson,792.2922,8,5,5,8,1380,0,0,5,3,10,3,0,1,1,0,0,0,0,6,4,10
5581,CLOSED,Seva Lapsha,normal,3,Joey K,3161.8844,20,7,7,20,115,69,64,7,20,23,1,0,9,1,0,0,0,0,11,10,21
5602,CLOSED,PHP Core,normal,3,None,1305.61,17,8,8,17,797,0,0,8,1,6,17,2,3,16,4,7,8,0,25,3,28
5622,CLOSED,moshe,major,5,J??r??mie Patonnier,11707.2481,25,5,5,25,57,3,3,5,31,7,6,0,1,3,0,0,0,0,10,0,10
5638,CLOSED,None,normal,3,jackie,15938.1978,9,4,4,9,199,88,78,4,13,1,1,0,0,0,0,0,0,0,3,3,6
5730,CLOSED,Shalom Gibly,minor,2,Igor Leznik,15331.0397,29,7,7,29,122,15,15,7,55,0,2,0,0,0,0,0,0,0,18,3,21
5781,CLOSED,None,minor,2,Konstantinos Dafalias,4252.6583,11,6,6,11,199,88,78,6,6,16,1,0,3,0,0,0,0,0,9,6,15
5819,CLOSED,PHP UI,normal,3,Toshihiro Izumi,9580.7425,12,6,6,12,1380,0,0,6,26,1,1,0,0,0,0,0,0,0,14,1,15
5907,CLOSED,Seva Lapsha,normal,3,Seva Lapsha,3190.0675,10,3,2,5,115,69,64,3,0,0,2,0,0,5,0,1,0,0,3,0,3
5945,CLOSED,Michael Spector,normal,3,Assaf Almaz,1628.4656,7,3,2,5,361,198,176,3,3,0,2,0,0,0,0,0,0,0,2,1,3
5948,CLOSED,PHP Debug,normal,3,alejandro,2865.8464,11,5,5,11,235,0,0,5,12,0,9,0,0,0,0,0,0,0,9,1,10
5949,CLOSED,None,normal,3,None,957.2706,8,3,2,5,199,88,78,3,0,2,0,0,0,3,0,0,0,0,2,1,3
5950,CLOSED,PHP UI,minor,2,Yaron Mazor,1491.3608,8,4,4,8,1380,0,0,4,5,0,6,0,0,0,0,0,0,0,4,2,6
5951,CLOSED,None,enhancement,4,Alessandro Vermeulen,960.4217,8,3,3,8,199,88,78,3,2,0,4,0,0,0,0,0,0,0,3,0,3
5984,CLOSED,PHP Core,normal,3,Marcin Barczyk,5776.4247,16,9,9,16,797,0,0,9,68,0,0,0,0,0,0,0,0,0,18,18,36
6010,CLOSED,None,normal,3,None,7593.1775,20,10,10,20,199,88,78,10,1,10,9,2,0,18,11,7,12,0,24,21,45
6021,CLOSED,Michael Spector,normal,3,Marijn,3047.9206,7,5,5,7,361,198,176,5,4,4,4,0,0,2,0,2,0,0,6,4,10
6042,CLOSED,Seva Lapsha,minor,2,Roy Ganor,6387.4931,18,5,5,18,115,69,64,5,0,5,10,0,3,11,0,4,0,0,8,2,10
6075,CLOSED,Roy Ganor,normal,3,Omry Yadan,3117.4444,8,5,4,6,507,392,367,5,2,0,10,0,0,0,0,6,0,0,9,1,10
6076,CLOSED,Seva Lapsha,normal,3,None,8715.2378,18,5,5,18,115,69,64,5,2,11,10,0,5,7,0,4,0,0,10,0,10
6085,CLOSED,Eden Klein,normal,3,None,312.9772,12,4,4,12,93,34,34,4,6,0,12,0,0,0,0,2,0,0,6,0,6
6227,CLOSED,Eden Klein,normal,3,None,8425.2836,17,5,5,17,93,34,34,5,6,4,12,0,3,6,0,6,0,0,10,0,10
6228,CLOSED,Nir Cohen,major,5,Jaapvstr,747.5122,17,5,5,17,68,30,25,5,2,4,15,0,0,11,0,2,0,0,10,0,10
6260,CLOSED,Alon Peled,normal,3,Shawn Clark,1574.4211,13,4,4,13,88,16,16,4,2,0,17,0,0,0,0,4,0,0,6,0,6
6277,CLOSED,Michael Spector,normal,3,Roy Ganor,3288.3456,9,3,2,7,361,198,176,3,0,0,2,0,0,5,0,3,2,0,3,0,3
6285,CLOSED,None,major,5,Michael Nino,4290.4242,10,4,3,8,199,88,78,4,0,4,3,2,0,2,0,3,4,0,6,0,6
6298,CLOSED,Nir Cohen,normal,3,Roy Ganor,1183.5869,8,4,3,7,68,30,25,4,0,0,3,3,0,0,0,1,6,0,5,1,6
6308,CLOSED,Michael Spector,normal,3,Jacob Weber,10380.8144,22,6,6,22,361,198,176,6,16,12,9,2,0,4,0,4,0,0,11,4,15
6309,CLOSED,PHP UI,normal,3,Christopher Klein,6814.5417,12,5,5,12,1380,0,0,5,1,10,4,6,0,2,0,2,6,0,9,1,10
6311,CLOSED,Michael Spector,normal,3,Nina Chervenkova,7732.8911,15,4,4,15,361,198,176,4,0,2,10,2,0,2,0,3,4,0,6,0,6
6315,CLOSED,Michael Spector,normal,3,Kevin J. Rice,525.7556,12,4,3,10,361,198,176,4,0,2,6,2,0,6,0,0,4,0,6,0,6
6343,CLOSED,Nir Cohen,normal,3,None,1396.1142,23,4,4,23,68,30,25,4,12,0,13,6,0,0,0,0,3,0,6,0,6
6372,CLOSED,Roy Ganor,normal,3,David Harel,2688.2208,12,4,3,7,507,392,367,4,0,0,10,1,0,0,0,4,3,0,6,0,6
6388,CLOSED,Eden Klein,normal,3,Roy Ganor,3241.3939,30,4,4,30,93,34,34,4,5,0,21,13,0,0,0,7,4,0,6,0,6
7208,VERIFIED,Wassim Melhem,normal,3,Jared Burns,2738.4839,21,4,4,21,675,770,770,4,0,6,13,6,0,0,4,8,5,0,6,0,6
7216,RESOLVED,Wassim Melhem,critical,6,Gunnar Wagenknecht,2506.9175,16,3,3,16,675,770,770,3,3,6,9,0,0,0,0,0,0,0,3,0,3
7283,RESOLVED,Wassim Melhem,normal,3,Jerome Lanneluc,154.4631,7,4,4,7,675,770,770,4,0,0,9,0,0,0,0,5,0,0,6,0,6
7640,RESOLVED,Pascal Rapicault,critical,6,None,2058.6247,24,4,4,24,824,1561,1555,4,5,8,0,10,0,0,13,0,0,0,3,3,6
7822,RESOLVED,Dejan Glozic,critical,6,Nick Entin,728.1958,13,5,5,13,1851,510,506,5,6,0,0,16,0,0,0,0,0,1,10,0,10
7917,RESOLVED,PDE-UI-Inbox,major,5,None,2079.0044,15,6,6,15,5846,0,0,6,16,0,8,11,0,0,0,0,2,0,14,1,15
8032,RESOLVED,Pascal Rapicault,enhancement,4,Wassim Melhem,3472.8342,10,3,3,10,824,1561,1555,3,0,0,3,3,0,0,5,0,1,0,3,0,3
8156,RESOLVED,Cherie Wong,normal,3,John Arthorne,672.6481,10,3,3,10,164,8,8,3,0,0,2,7,0,0,0,0,7,0,3,0,3
8178,RESOLVED,Wassim Melhem,critical,6,None,12573.9758,60,9,9,60,675,770,770,9,2,1,25,23,0,4,15,14,43,9,25,11,36
8207,RESOLVED,Wassim Melhem,major,5,John Arthorne,1946.0961,25,3,3,25,675,770,770,3,0,0,0,0,0,0,0,0,32,12,3,0,3
8243,RESOLVED,None,major,5,None,98688.2483,25,7,7,25,2,15,12,7,6,4,19,12,0,0,0,0,2,0,18,3,21
8531,RESOLVED,PDE-UI-Inbox,blocker,7,None,6.3764,10,5,5,10,5846,0,0,5,3,0,6,5,0,0,0,0,1,0,3,7,10
8541,RESOLVED,PDE-UI-Inbox,blocker,7,David Williams,210.2597,23,5,5,23,5846,0,0,5,0,5,13,4,0,2,3,1,7,0,10,0,10
8632,RESOLVED,PDE-UI-Inbox,critical,6,None,19.5956,15,4,4,15,5846,0,0,4,0,0,0,0,0,0,0,4,14,0,6,0,6
8701,RESOLVED,PDE-Core-Inbox,normal,3,Pascal Rapicault,10045.2111,10,3,3,10,71,0,0,3,0,0,0,4,1,0,1,0,0,0,2,1,3
8774,RESOLVED,pde-build-inbox,normal,3,Mandy Chan,10.7489,16,5,5,16,1718,0,0,5,0,0,15,0,0,0,0,9,0,0,9,1,10
9352,RESOLVED,None,major,5,Steve Jerman,7053.5033,16,4,4,16,40,3,3,4,29,0,0,0,0,0,0,0,0,0,6,0,6
9466,RESOLVED,Richard Craddock,critical,6,Chris Hartley,20787.6478,21,5,5,21,28,12,12,5,41,0,0,0,0,0,0,0,0,0,4,6,10
9841,RESOLVED,Romain Perier,normal,3,None,1891.8089,9,4,4,9,14,3,3,4,3,0,12,0,0,0,0,3,0,0,6,0,6
10338,RESOLVED,Project inbox,normal,3,Nils Kronqvist,4951.5072,11,4,4,11,36,0,0,4,15,0,0,0,0,0,0,0,0,0,4,2,6
10390,CLOSED,None,critical,6,Leonardo Ferreira,1559.0703,10,4,4,10,224,9,9,4,12,0,0,0,0,0,0,0,0,0,1,5,6
10560,RESOLVED,None,normal,3,Adam Cabler,1528.9625,15,4,4,15,863,148,115,4,3,0,0,17,0,0,0,0,0,1,6,0,6
10562,RESOLVED,None,minor,2,Marko Schulz,3362.7217,12,3,2,9,863,148,115,3,12,0,0,0,0,0,0,0,0,0,1,2,3
10663,RESOLVED,None,normal,3,Pawe&#322;,2622.8014,20,4,4,20,863,148,115,4,2,6,2,16,0,0,1,0,0,0,6,0,6
10734,RESOLVED,None,normal,3,Daniel Hirscher,98.1528,9,4,3,5,863,148,115,4,13,0,0,0,0,0,0,0,0,0,3,3,6
10889,RESOLVED,None,major,5,Antony Jones,592.0856,8,3,2,4,863,148,115,3,9,0,0,0,0,0,0,0,0,0,2,1,3
10955,RESOLVED,None,critical,6,Jed Anderson,1574.5553,8,3,2,6,863,148,115,3,2,0,7,0,0,0,0,0,0,0,3,0,3
10982,RESOLVED,None,enhancement,4,Ed Willink,3259.6728,6,3,2,3,863,148,115,3,1,5,0,0,0,0,0,0,0,0,2,1,3
11278,RESOLVED,Igor Burilo,normal,3,Krystian Nowak,1437.4492,34,6,5,6,1227,69,22,6,41,0,0,4,0,0,1,0,0,0,5,10,15
11330,RESOLVED,Igor Burilo,normal,3,Jon Barrilleaux,2315.2775,14,4,4,14,1227,69,22,4,0,2,3,8,0,2,2,0,1,0,6,0,6
11332,RESOLVED,Igor Burilo,major,5,Jon Barrilleaux,6366.3903,11,3,3,11,1227,69,22,3,4,7,0,0,2,0,0,0,0,0,3,0,3
11593,RESOLVED,Igor Burilo,major,5,None,3957.1911,23,7,6,6,1227,69,22,7,10,38,4,0,1,0,0,0,0,0,2,19,21
11877,RESOLVED,Igor Burilo,normal,3,Fabio,2336.2583,31,25,25,31,1227,69,22,25,276,144,0,0,0,0,0,0,0,0,20,280,300
11953,RESOLVED,Igor Burilo,major,5,Kristen Harum,5636.0922,16,6,6,16,1227,69,22,6,1,4,0,15,0,0,6,0,0,4,12,3,15
11955,RESOLVED,Igor Burilo,normal,3,Brendan,841.0117,9,7,7,9,1227,69,22,7,15,8,0,0,0,0,0,0,0,0,5,16,21
12158,CLOSED,Fabien Giquel,normal,3,Frederic Madiot,2985.1997,15,5,5,15,144,45,45,5,31,2,0,0,0,0,0,0,0,0,10,0,10
12161,CLOSED,Fabien Giquel,major,5,Gregoire Dupe,2817.1378,27,7,7,27,144,45,45,7,31,4,8,8,0,0,0,0,1,0,18,3,21
12166,CLOSED,None,normal,3,Yann Tanguy,2498.4544,10,4,4,10,497,72,72,4,12,2,0,0,0,0,0,0,0,0,6,0,6
12281,CLOSED,None,enhancement,4,None,162.7022,15,4,4,15,497,72,72,4,9,12,0,0,0,0,0,0,0,0,6,0,6
12377,CLOSED,None,major,5,Gregoire Dupe,7777.0111,29,7,7,29,497,72,72,7,38,5,8,10,2,0,0,0,0,0,18,3,21
12414,CLOSED,None,normal,3,Gregoire Dupe,11524.1458,12,3,3,12,497,72,72,3,12,2,0,0,1,0,0,0,0,0,3,0,3
12474,CLOSED,None,normal,3,Nicolas Guyomar,9190.1983,13,4,4,13,497,72,72,4,14,4,0,0,0,0,0,0,0,0,6,0,6
12501,CLOSED,None,normal,3,None,5256.8606,12,4,4,12,497,72,72,4,0,10,0,0,4,0,0,0,0,0,6,0,6
12502,CLOSED,Gabriel BARBIER,normal,3,Nicolas Payneau,5210.2314,15,5,5,15,61,9,9,5,11,14,0,0,3,0,0,0,0,0,10,0,10
12809,CLOSED,None,enhancement,4,Adolfo Sanchez-Barbudo Herrera,21650.5544,30,6,6,30,497,72,72,6,40,23,0,0,1,0,0,0,0,0,11,4,15
13071,CLOSED,jst.j2ee,normal,3,Elson Yuen,668.7231,6,4,4,6,463,0,0,4,4,2,3,0,0,1,0,0,0,0,5,1,6
13243,CLOSED,None,major,5,Nitin Dahyabhai,3344.9703,21,5,5,21,806,363,326,5,3,2,19,0,0,7,0,4,0,0,9,1,10
13256,CLOSED,None,major,5,Kathy Chan,2497.9856,20,6,6,20,717,767,732,6,27,4,4,0,0,0,0,0,0,0,9,6,15
13258,CLOSED,None,major,5,Bala Balakumran,672.5547,16,3,3,16,806,363,326,3,4,10,3,0,0,0,0,0,0,0,3,0,3
13364,CLOSED,Neeraj Agrawal,major,5,Denis Golovin,1757.97,15,4,4,15,598,150,150,4,4,5,12,0,0,1,0,0,0,0,6,0,6
13404,CLOSED,John Lanuti,critical,6,Kelvin Cheung,1050.5128,16,4,4,16,668,773,773,4,11,3,16,0,0,0,0,0,0,0,6,0,6
13457,CLOSED,None,major,5,Kathy Chan,2279.7175,16,6,6,16,717,767,732,6,20,0,15,0,0,0,0,0,0,0,7,8,15
13479,CLOSED,Neeraj Agrawal,blocker,7,Jialin Charles Chen,1366.2964,12,5,5,12,598,150,150,5,8,0,13,0,0,0,0,0,0,0,8,2,10
13518,CLOSED,None,blocker,7,Bala Balakumran,882.4453,12,4,4,12,806,363,326,4,15,0,8,0,0,0,0,0,0,0,3,3,6
13522,CLOSED,None,major,5,None,2977.0814,12,6,5,7,717,767,732,6,9,0,19,0,0,0,0,1,0,0,10,5,15
13603,CLOSED,Neeraj Agrawal,major,5,None,6869.5753,20,6,6,20,598,150,150,6,18,3,22,4,0,1,0,3,2,0,13,2,15
13613,CLOSED,John Lanuti,critical,6,None,378.1083,13,5,5,13,668,773,773,5,2,0,10,4,0,0,0,4,4,0,8,2,10
13678,CLOSED,John Lanuti,major,5,Carl Anderson,237.7881,14,5,5,14,668,773,773,5,17,2,0,16,0,0,0,0,0,0,10,0,10
13745,CLOSED,John Lanuti,critical,6,None,4847.3031,13,5,5,13,668,773,773,5,5,0,17,2,0,0,0,5,0,0,10,0,10
13762,CLOSED,jst.j2ee,critical,6,Rosa Naranjo,983.2114,11,4,4,11,463,0,0,4,6,0,3,8,0,0,0,0,2,0,5,1,6
13767,CLOSED,None,major,5,Torsten Beuck,1586.4617,9,3,2,4,143,48,43,3,1,6,0,0,0,0,0,0,0,0,1,2,3
13887,CLOSED,John Lanuti,critical,6,Bala Balakumran,4507.1847,30,6,6,30,668,773,773,6,4,31,2,8,30,5,17,0,2,0,13,2,15
13906,CLOSED,Konstantin Komissarchik,major,5,Darrell Kundel,9727.3219,27,8,8,27,1337,370,350,8,16,13,29,7,0,4,0,1,2,1,16,12,28
13944,CLOSED,None,major,5,None,3718.3033,16,5,5,16,717,767,732,5,13,1,0,9,0,0,0,0,0,0,6,4,10
13945,CLOSED,None,major,5,None,7875.5328,16,4,3,14,806,363,326,4,3,0,4,0,0,0,1,0,0,0,1,5,6
14168,CLOSED,Neeraj Agrawal,normal,3,Igor Fedorenko,5338.0814,55,24,24,55,598,150,150,24,138,79,49,21,17,21,11,1,7,0,104,172,276
14169,CLOSED,John Lanuti,blocker,7,Daniel R Somerfield,10895.8214,31,8,8,31,668,773,773,8,39,0,26,7,0,0,0,0,1,3,23,5,28
14195,CLOSED,John Lanuti,critical,6,Larry Isaacs,1818.1969,18,6,6,18,668,773,773,6,3,1,20,3,0,0,2,4,2,0,10,5,15
14233,CLOSED,None,critical,6,Neeraj Agrawal,1778.2189,16,4,4,16,806,363,326,4,0,0,0,0,9,7,3,0,1,0,5,1,6
14280,CLOSED,jst.j2ee,critical,6,None,4277.8014,8,3,3,8,463,0,0,3,0,0,0,0,0,0,5,0,0,1,3,0,3
14352,CLOSED,John Lanuti,major,5,Robert Brown III,11766.4544,18,6,6,18,668,773,773,6,5,0,21,1,0,0,0,5,0,0,10,5,15
14551,CLOSED,Neeraj Agrawal,critical,6,Neeraj Agrawal,307.785,12,4,4,12,598,150,150,4,0,0,0,0,0,1,2,0,10,1,6,0,6
14554,CLOSED,Neeraj Agrawal,blocker,7,Bala Balakumran,7223.7964,46,6,6,46,598,150,150,6,24,29,14,12,9,1,17,0,1,0,14,1,15
14566,CLOSED,Neeraj Agrawal,normal,3,Rebecca Weinhold,6141.0208,14,6,6,14,598,150,150,6,18,9,2,6,0,1,2,1,1,0,14,1,15
14579,CLOSED,Neeraj Agrawal,major,5,None,3466.3575,16,4,4,16,598,150,150,4,0,2,9,4,0,2,2,0,11,0,6,0,6
14670,RESOLVED,User Unknown,critical,6,Roberto Hirata Jr.,10826.0258,10,5,5,10,337,0,0,5,0,0,2,7,0,0,0,0,1,3,6,4,10
14680,RESOLVED,User Unknown,enhancement,4,None,22791.4269,22,3,3,22,337,0,0,3,0,1,8,5,0,0,0,0,9,0,2,1,3
14710,RESOLVED,None,normal,3,None,49.2278,18,3,3,18,2622,2230,2223,3,0,0,0,0,0,0,0,0,10,13,3,0,3
14719,RESOLVED,None,critical,6,Gregory Block,1632.9389,37,10,10,37,168,491,491,10,4,8,9,37,0,6,12,0,7,15,26,19,45
14758,RESOLVED,User Unknown,major,5,None,594.9606,25,8,8,25,337,0,0,8,1,5,14,5,0,6,5,4,3,0,18,10,28
14774,RESOLVED,None,major,5,David E. DeLano,20976.8269,58,30,30,58,168,491,491,30,200,25,24,93,0,2,3,0,4,8,157,278,435
14787,RESOLVED,User Unknown,blocker,7,Jean-Marc Spaggiari,912.1531,13,5,5,13,337,0,0,5,0,2,2,8,0,1,2,0,2,0,8,2,10
14832,RESOLVED,None,critical,6,Peter Manahan,1271.9942,21,7,7,21,168,491,491,7,4,1,11,15,0,0,0,4,5,2,18,3,21
14902,RESOLVED,None,normal,3,None,7171.8356,22,7,7,22,2019,1545,1537,7,1,0,11,22,0,0,0,2,26,11,18,3,21
15225,CLOSED,John Lanuti,enhancement,4,Larry Isaacs,5045.5253,13,3,3,13,668,773,773,3,4,4,1,3,0,0,0,0,3,0,3,0,3
15296,CLOSED,Seng Phung Lu,major,5,Kathy Chan,4629.9586,21,5,5,21,93,25,20,5,6,0,7,14,0,0,0,0,13,2,7,3,10
15302,CLOSED,David Williams,blocker,7,Todd Nine,7489.3872,18,4,4,18,1892,2023,2023,4,0,0,10,8,0,0,0,0,14,5,6,0,6
15383,RESOLVED,David Williams,enhancement,4,John Lanuti,5050.5853,10,5,5,10,1892,2023,2023,5,0,0,0,2,0,0,0,1,6,6,7,3,10
15507,RESOLVED,Konstantin Komissarchik,enhancement,4,Konstantin Komissarchik,10549.3081,25,5,4,12,1337,370,350,5,0,1,0,11,0,0,1,0,19,10,8,2,10
15892,RESOLVED,Julio C. Chavez,enhancement,4,Mickael Istria,5054.4947,6,4,4,6,13,1,1,4,1,4,0,4,0,0,2,0,0,0,5,1,6
15995,CLOSED,None,normal,3,Ian Trimble,3659.4775,14,4,4,14,317,113,113,4,23,2,0,0,1,0,0,0,0,0,5,1,6
16014,CLOSED,Jean Choi,normal,3,Max Rydahl Andersen,6413.4081,19,9,9,19,20,6,6,9,47,2,0,3,0,0,0,0,0,0,15,21,36
16035,CLOSED,jsf inbox,normal,3,None,2535.9486,7,3,3,7,104,0,0,3,0,0,0,0,0,0,6,0,0,2,3,0,3
16083,CLOSED,None,normal,3,None,8428.0608,14,3,3,14,317,113,113,3,8,11,0,0,1,0,0,0,0,0,2,1,3
16116,CLOSED,Gerry Kessler,critical,6,None,481.0564,24,6,6,24,289,72,68,6,9,21,1,8,0,0,2,0,0,0,10,5,15
16123,RESOLVED,Gerry Kessler,normal,3,Gerry Kessler,452.3792,12,3,3,12,289,72,68,3,0,3,7,0,0,0,0,0,0,0,2,1,3
16182,VERIFIED,None,normal,3,Lumir Vanek,11080.2033,13,4,4,13,317,113,113,4,7,9,0,0,5,0,0,0,0,0,3,3,6
16393,CLOSED,Gerry Kessler,enhancement,4,Gerry Kessler,2258.8461,11,3,3,11,289,72,68,3,0,0,0,0,0,2,2,0,1,0,3,0,3
16434,CLOSED,Ian Trimble,normal,3,Eric Norman,8596.0706,18,6,6,18,323,57,57,6,9,9,0,9,0,0,2,0,0,1,11,4,15
16477,VERIFIED,None,normal,3,Vadim Dmitriev,12349.26,30,8,8,30,317,113,113,8,2,6,14,17,0,5,1,2,8,4,19,9,28
16486,CLOSED,None,enhancement,4,Matthias Fuessel,14762.4767,23,8,8,23,317,113,113,8,5,4,16,10,0,3,3,5,7,3,20,8,28
16503,CLOSED,JSF Project Core,normal,3,David Williams,466.6403,13,3,3,13,95,0,0,3,0,0,1,1,0,0,0,0,10,0,2,1,3
16510,RESOLVED,jsf inbox,normal,3,None,860.7028,7,4,4,7,104,0,0,4,1,0,5,2,0,0,0,0,1,0,4,2,6
16529,CLOSED,Debajit Adhikary,major,5,CDE Administration,566.2331,23,7,7,23,89,10,10,7,0,0,0,0,0,0,0,53,17,0,12,9,21
16572,CLOSED,Gerry Kessler,major,5,None,326.6497,16,7,7,16,289,72,68,7,10,16,0,9,3,0,3,0,0,0,10,11,21
16578,RESOLVED,Gerry Kessler,normal,3,Gerry Kessler,140.3414,13,5,5,13,289,72,68,5,0,0,0,0,0,3,9,2,8,2,8,2,10
16590,RESOLVED,Gerry Kessler,normal,3,None,16600.2267,39,7,7,39,289,72,68,7,1,17,8,8,2,10,7,16,7,2,19,2,21
16604,CLOSED,None,normal,3,Xiaonan Jiang,8351.2589,22,7,7,22,317,113,113,7,15,0,23,12,0,0,0,1,1,2,16,5,21
16633,RESOLVED,Debajit Adhikary,normal,3,Gerry Kessler,16056.5556,19,4,4,19,89,10,10,4,0,9,1,9,0,8,4,0,0,1,6,0,6
16752,RESOLVED,Ian Trimble,normal,3,Scott Ellis,16682.9558,25,7,7,25,323,57,57,7,2,3,9,17,0,1,6,0,12,4,15,6,21
16753,RESOLVED,Ian Trimble,normal,3,Gerry Kessler,4899.0975,12,4,4,12,323,57,57,4,0,0,0,0,0,0,11,0,0,5,4,2,6
16788,CLOSED,Ian Trimble,normal,3,None,9381.9639,23,5,5,23,323,57,57,5,8,0,0,27,0,0,0,0,0,10,10,0,10
16873,RESOLVED,Ian Trimble,normal,3,None,1029.7297,19,7,7,19,323,57,57,7,9,0,11,18,0,0,0,0,7,2,20,1,21
16916,RESOLVED,Gerry Kessler,normal,3,Gerry Kessler,163.0097,14,5,5,14,289,72,68,5,1,4,0,3,0,0,10,0,0,0,7,3,10
16960,RESOLVED,Carlin Rogers,normal,3,Xiaonan Jiang,10137.0231,20,6,6,20,48,6,6,6,7,0,0,23,0,0,0,0,0,1,11,4,15
17054,RESOLVED,Ian Trimble,normal,3,None,8059.1086,44,7,7,44,323,57,57,7,0,3,13,28,0,8,16,4,31,9,14,7,21
17080,RESOLVED,Gerry Kessler,normal,3,Gerry Kessler,198.0117,10,3,2,6,289,72,68,3,0,0,0,0,0,0,0,0,6,0,2,1,3
17161,RESOLVED,jsf inbox,major,5,Mariusz Smykula,32720.0756,50,37,37,50,104,0,0,37,588,11,45,58,0,0,0,0,7,6,153,513,666
17224,RESOLVED,Ian Trimble,normal,3,Andrey Melentyev,5054.835,13,5,5,13,323,57,57,5,3,7,0,15,0,0,1,0,0,0,7,3,10
17232,RESOLVED,Gerry Kessler,normal,3,Gerry Kessler,149.8311,14,4,4,14,289,72,68,4,0,0,0,0,0,0,0,0,11,1,4,2,6
17378,RESOLVED,None,normal,3,None,33249.4772,27,8,8,26,5,24,16,8,47,11,6,21,0,4,2,0,0,0,25,3,28
17469,CLOSED,Dimitris Kolovos,enhancement,4,Horacio Hoyos,28899.4111,12,10,9,11,53,41,25,10,24,6,0,11,0,0,0,0,0,0,10,35,45
17500,CLOSED,Antonio Garcia-Dominguez,enhancement,4,Antonio Garcia-Dominguez,9623.4156,11,3,3,11,48,62,62,3,2,0,0,7,0,0,0,0,0,0,3,0,3
17501,CLOSED,Louis Rose,minor,2,Steffen Zschaler,18006.5183,10,4,4,10,42,63,52,4,9,0,0,6,0,0,0,0,0,0,6,0,6
17502,CLOSED,Louis Rose,normal,3,Louis Rose,10592.8286,10,3,2,5,42,63,52,3,2,0,0,6,0,0,0,0,0,0,3,0,3
17503,CLOSED,Antonio Garcia-Dominguez,normal,3,Louis Rose,28466.9408,12,5,5,12,48,62,62,5,20,0,0,8,0,0,0,0,0,0,8,2,10
17504,CLOSED,Antonio Garcia-Dominguez,normal,3,Konrad Schwarz,16112.0864,11,4,4,11,48,62,62,4,13,0,0,6,0,0,0,0,0,0,6,0,6
17518,CLOSED,Louis Rose,normal,3,Louis Rose,7948.8867,11,3,2,5,42,63,52,3,2,0,0,3,0,0,0,0,0,0,2,1,3
17596,CLOSED,Dimitris Kolovos,enhancement,4,James Sharp,33222.6619,10,5,4,8,53,41,25,5,9,4,1,7,0,0,0,0,0,0,10,0,10
17606,CLOSED,Dimitris Kolovos,enhancement,4,Horacio Hoyos,8662.1386,12,6,5,11,53,41,25,6,14,6,0,0,0,0,0,0,0,0,10,5,15
17686,CLOSED,Dimitris Kolovos,enhancement,4,Dimitris Kolovos,8240.8281,7,4,3,5,53,41,25,4,8,0,0,0,0,1,0,0,0,0,2,4,6
17703,CLOSED,Antonio Garcia-Dominguez,normal,3,Antonio Garcia-Dominguez,7172.0189,18,4,4,16,15,28,16,4,21,1,0,0,0,2,0,0,0,0,6,0,6
17705,CLOSED,Antonio Garcia-Dominguez,normal,3,Antonio Garcia-Dominguez,7171.8469,12,4,4,10,15,28,16,4,2,9,0,0,0,2,0,0,0,0,5,1,6
17706,CLOSED,None,normal,3,None,7389.3953,12,4,4,10,5,24,16,4,1,11,0,0,0,2,0,0,0,0,6,0,6
17707,CLOSED,None,normal,3,None,7389.6267,12,4,4,10,5,24,16,4,11,1,2,0,0,0,0,0,0,0,6,0,6
17708,CLOSED,Antonio Garcia-Dominguez,enhancement,4,None,25727.9908,16,6,6,15,15,28,16,6,14,0,2,9,0,0,0,0,0,0,12,3,15
17709,CLOSED,Antonio Garcia-Dominguez,enhancement,4,Antonio Garcia-Dominguez,7700.7725,9,4,4,8,15,28,16,4,7,3,2,0,0,0,0,0,0,0,5,1,6
17717,CLOSED,Antonio Garcia-Dominguez,normal,3,Antonio Garcia-Dominguez,5483.7111,12,5,5,11,15,28,16,5,3,11,2,0,1,0,0,0,0,0,10,0,10
17718,CLOSED,Antonio Garcia-Dominguez,normal,3,Antonio Garcia-Dominguez,5925.0917,12,5,5,11,15,28,16,5,3,11,2,0,0,0,0,0,0,0,9,1,10
17719,CLOSED,Dimitris Kolovos,enhancement,4,Ga?®tan Pruvost,9183.4611,8,6,5,7,53,41,25,6,6,10,2,0,1,0,0,0,0,0,11,4,15
17720,CLOSED,Dimitris Kolovos,enhancement,4,Ga?®tan Pruvost,9209.2558,8,6,5,7,53,41,25,6,6,8,2,0,0,0,0,0,0,0,11,4,15
17721,CLOSED,Dimitris Kolovos,enhancement,4,Ga?®tan Pruvost,9263.7181,7,5,4,6,53,41,25,5,3,4,2,0,0,0,0,0,0,0,7,3,10
17722,CLOSED,Dimitris Kolovos,enhancement,4,Horacio Hoyos,25508.1789,9,6,5,8,53,41,25,6,3,6,2,4,1,0,2,0,0,0,14,1,15
17728,REOPENED,Dimitris Kolovos,enhancement,4,Horacio Hoyos,9121.4186,12,4,3,10,53,41,25,4,8,13,3,0,0,0,0,0,0,0,6,0,6
