"ElapsedTime","Interest","Contributors","CommunityInterest","ExternalContributors","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","total.distinct","TotalEdges"
2520.1047,11,5,9,4,91,632,237,5,2,0,0,7,0,0,4,0,1,1,8,2,10
808.5583,11,5,9,4,4,14,1,5,1,0,0,10,0,0,0,0,0,2,6,4,10
1826.1047,11,5,9,4,50,210,102,5,3,0,0,5,0,0,5,0,1,1,7,3,10
762.8003,14,6,11,5,165,2145,1361,6,4,0,0,17,0,0,0,0,0,9,14,1,15
1324.9136,9,4,6,3,91,632,237,4,0,0,0,1,0,0,4,0,1,1,4,2,6
690.3764,9,4,6,3,18,39,8,4,0,0,0,6,0,0,0,0,0,5,6,0,6
1063.9161,11,5,10,4,143,1199,537,5,0,0,0,0,0,1,6,0,2,4,7,3,10
666.6239,9,4,6,3,17,60,19,4,0,0,0,6,0,0,0,0,0,1,4,2,6
598.6542,9,4,7,3,38,190,105,4,0,2,0,3,0,0,3,0,0,0,4,2,6
596.9636,9,4,6,3,5,22,0,4,0,0,0,6,0,0,0,0,0,3,5,1,6
629.9922,10,3,4,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,4,2,1,3
622.6564,9,4,6,3,5,22,0,4,2,0,0,6,0,0,0,0,0,0,4,2,6
614.4186,18,5,15,4,91,632,237,5,0,0,0,0,0,0,9,0,1,16,9,1,10
515.4511,9,4,7,3,38,190,105,4,0,0,0,5,0,0,2,0,0,3,4,2,6
591.4058,7,3,4,2,91,632,237,3,0,0,0,0,0,0,3,0,1,0,2,1,3
514.4433,10,5,8,4,12,67,0,5,2,0,0,10,0,0,0,0,0,3,9,1,10
525.6144,9,5,6,4,17,60,19,5,0,0,0,6,0,0,0,0,0,2,6,4,10
211.5706,10,5,8,4,1,2,0,5,0,0,0,6,0,0,0,0,3,4,7,3,10
1272.0561,9,4,6,3,17,60,19,4,0,0,0,6,0,0,0,0,0,1,4,2,6
460.0031,9,3,3,2,143,1199,537,3,0,0,0,0,0,0,0,0,1,2,2,1,3
898.0567,10,3,4,2,116,1106,615,3,0,0,0,0,0,0,0,0,0,4,2,1,3
361.9917,9,4,6,3,18,39,8,4,0,0,2,4,0,0,0,0,3,0,4,2,6
731.6253,5,3,3,2,86,842,595,3,0,0,0,0,0,0,0,0,0,3,2,1,3
360.7797,9,4,6,3,18,39,8,4,0,0,0,6,0,0,0,0,0,3,4,2,6
667.0936,9,4,7,3,15,105,77,4,0,0,0,7,0,0,0,0,0,1,4,2,6
359.1706,7,3,4,2,91,632,237,3,0,0,0,0,0,0,3,0,1,0,2,1,3
597.9767,11,3,5,2,86,842,595,3,0,0,0,0,0,0,0,0,0,8,2,1,3
338.1933,10,4,6,3,24,85,16,4,2,0,0,4,0,0,1,0,0,0,4,2,6
257.3436,6,3,6,3,15804,0,0,3,0,0,0,0,0,0,0,0,0,4,2,1,3
274.7297,8,4,5,3,48,216,85,4,0,1,0,2,0,0,4,0,0,0,4,2,6
169.2778,7,3,7,3,15804,0,0,3,0,1,0,3,0,0,2,0,1,0,3,0,3
2194.8125,13,6,9,5,82,384,221,6,0,0,0,0,0,1,2,0,7,6,9,6,15
150.4297,11,3,5,2,91,632,237,3,0,0,0,2,0,0,3,0,1,0,2,1,3
1434.5458,29,5,12,4,33,152,48,5,3,0,0,21,0,0,0,0,0,0,6,4,10
6123.9731,11,5,11,5,6,1,0,5,0,1,0,7,0,0,2,0,0,5,7,3,10
689.6261,9,3,4,2,91,632,237,3,0,0,0,0,0,0,2,0,2,0,2,1,3
3179.5064,9,6,7,5,15,105,77,6,0,1,0,6,0,0,2,0,0,2,7,8,15
425.6283,16,5,15,4,143,1199,537,5,0,0,0,14,0,0,0,0,0,10,8,2,10
541.5381,10,4,7,3,4,8,0,4,0,0,0,7,0,0,0,0,0,2,4,2,6
337.5931,7,3,4,2,91,632,237,3,0,0,0,0,0,0,0,0,4,0,2,1,3
342.4694,6,3,4,2,48,216,85,3,0,0,0,0,0,0,4,0,0,0,2,1,3
313.8503,12,4,6,3,143,1199,537,4,0,0,0,0,0,0,0,0,0,9,4,2,6
309.7958,11,5,8,4,143,1199,537,5,0,0,0,0,0,0,7,0,2,8,8,2,10
276.6817,10,3,4,2,17,60,19,3,0,0,0,4,0,0,0,0,0,0,2,1,3
1116.4606,21,7,14,6,143,1199,537,7,0,0,0,0,0,0,12,0,3,31,15,6,21
689.0508,21,7,14,6,143,1199,537,7,0,0,0,0,0,0,11,0,3,30,15,6,21
144.305,8,4,5,3,86,842,595,4,0,0,0,0,0,0,0,0,0,6,4,2,6
708.9828,8,3,4,2,91,632,237,3,0,0,0,0,0,0,2,0,2,0,2,1,3
680.6289,9,4,6,3,61,266,56,4,0,0,0,0,0,0,6,0,0,3,4,2,6
1170.8136,21,5,17,4,17,60,19,5,0,0,0,17,0,0,0,0,0,2,6,4,10
540.2719,8,5,7,4,25,142,54,5,1,0,0,10,0,0,0,0,0,2,7,3,10
39.9647,8,4,4,3,24,85,16,4,1,0,0,6,0,0,0,0,0,0,4,2,6
620.0881,16,6,16,6,9,6,1,6,3,0,0,21,0,0,0,0,0,0,5,10,15
6996.1983,12,4,12,4,18,39,8,4,0,0,0,0,1,0,5,0,2,1,5,1,6
312.65,11,4,7,3,18,39,8,4,0,0,0,7,0,0,0,0,0,4,4,2,6
4883.5864,11,4,7,3,12,67,0,4,0,0,0,9,0,0,0,0,0,2,4,2,6
952.3014,13,4,9,3,25,142,54,4,0,0,0,11,0,0,0,0,0,1,4,2,6
788.7281,10,4,8,3,9,6,1,4,0,0,0,8,0,0,0,0,0,3,5,1,6
663.1778,14,4,14,4,24,291,254,4,0,0,0,0,0,0,0,0,0,10,4,2,6
636.4314,13,6,12,5,4,11,0,6,0,0,1,4,0,0,0,0,4,11,8,7,15
447.0742,16,5,16,5,24,291,254,5,2,0,0,16,0,0,0,0,0,2,7,3,10
295.3633,12,4,10,3,143,1199,537,4,0,0,0,0,0,0,0,0,0,12,4,2,6
289.5203,9,4,6,3,25,142,54,4,0,0,0,6,0,0,0,0,0,1,4,2,6
209.2739,13,5,12,4,25,142,54,5,0,0,0,3,0,0,0,0,0,12,6,4,10
206.5992,11,3,6,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,6,2,1,3
197.8964,9,4,6,3,25,142,54,4,0,0,0,6,0,0,0,0,0,1,4,2,6
181.2686,10,3,4,2,91,632,237,3,0,0,0,0,0,0,0,0,4,0,2,1,3
157.9553,11,5,10,4,12,67,0,5,1,0,0,9,0,0,2,0,0,2,6,4,10
41.3156,6,3,4,2,91,632,237,3,0,0,0,0,0,0,2,0,2,0,2,1,3
18.6908,9,3,5,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,5,2,1,3
662.6522,9,4,4,3,61,266,56,4,0,0,0,0,0,0,4,0,0,1,4,2,6
499.2756,10,3,4,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,4,2,1,3
488.985,10,4,6,3,61,266,56,4,0,0,0,0,0,0,6,0,0,2,4,2,6
468.5558,9,3,4,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,4,2,1,3
345.1042,11,4,6,3,143,1199,537,4,0,0,0,0,0,0,0,0,0,8,4,2,6
276.6186,12,5,10,4,33,152,48,5,0,0,0,10,0,0,0,0,0,6,7,3,10
208.2267,11,4,8,3,25,142,54,4,0,0,0,8,0,0,0,0,0,1,4,2,6
182.9883,9,3,4,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,4,2,1,3
155.6781,13,5,10,4,1,3,0,5,0,0,0,7,0,0,0,0,3,6,7,3,10
155.5336,8,4,5,3,7,44,0,4,0,0,0,5,0,0,0,0,0,4,5,1,6
110.0722,9,4,7,3,61,266,56,4,0,2,2,3,0,2,3,0,3,0,6,0,6
1521.4597,7,3,4,2,143,1199,537,3,0,0,0,0,0,0,0,0,0,4,2,1,3
362.4003,30,12,29,11,87,1365,1197,12,17,0,0,93,0,0,0,0,0,44,42,24,66
4693.0208,21,6,14,5,416,2684,783,6,0,0,0,0,0,0,0,0,0,23,11,4,15
489.7317,59,8,47,7,43,973,492,8,0,10,0,24,6,0,66,0,0,68,25,3,28
1465.0186,59,8,51,7,59,202,57,8,0,9,0,24,6,0,66,0,0,68,25,3,28
1341.035,10,5,8,4,12,50,21,5,0,2,0,6,0,0,0,0,0,1,4,6,10
706.4231,9,3,4,2,58,824,641,3,0,0,0,0,0,0,0,0,5,2,2,1,3
1201.9261,39,9,34,8,93,132,9,9,11,0,13,27,0,0,0,0,2,8,23,13,36
2797.1833,10,5,8,4,8,11,6,5,0,1,2,4,0,1,1,0,6,3,10,0,10
534.8511,16,4,16,4,19,60,8,4,0,0,0,0,0,0,13,0,1,3,4,2,6
1186.0531,12,5,12,5,93,132,9,5,1,1,1,7,0,0,1,0,1,1,5,5,10
7215.4758,23,6,22,5,68,242,76,6,1,0,0,36,0,0,0,0,0,16,10,5,15
813.2472,10,4,8,3,34,308,140,4,0,0,0,0,3,0,4,0,1,0,3,3,6
2162.4747,12,6,8,5,65,259,117,6,1,5,0,5,0,0,3,0,1,3,9,6,15
672.9594,24,6,17,5,11,80,44,6,6,2,0,28,0,0,2,0,0,3,11,4,15
1985.7875,9,4,6,3,3,9,2,4,0,0,2,4,0,0,0,0,1,0,4,2,6
253.7419,39,11,39,11,65,259,117,11,0,0,0,0,0,1,10,1,20,91,31,24,55
3416.6394,11,4,6,3,19,82,42,4,0,2,0,4,0,0,1,0,1,0,4,2,6
1659.3875,35,10,34,9,120,815,412,10,6,0,0,41,0,0,0,0,0,23,29,16,45
1845.4942,9,4,5,3,5,8,0,4,0,0,2,3,0,0,0,0,2,1,4,2,6
1215.9892,11,4,7,3,26,84,30,4,0,0,2,6,0,0,0,0,0,0,3,3,6
1874.13,9,5,7,4,26,117,30,5,0,0,1,5,0,0,0,0,2,4,4,6,10
879.2494,23,5,13,4,188,2429,1699,5,0,0,0,0,0,0,0,0,0,27,7,3,10
155.8628,10,4,7,3,65,203,93,4,0,1,0,5,0,0,2,0,1,0,4,2,6
1687.8664,10,4,5,3,41,622,497,4,0,0,0,0,0,0,0,0,0,9,5,1,6
1675.3861,9,4,6,3,93,132,9,4,0,2,0,4,0,0,2,0,0,0,4,2,6
2519.1514,14,5,11,4,65,259,117,5,0,0,0,0,0,1,5,0,1,4,6,4,10
1551.4992,12,5,8,4,3,7,2,5,0,3,1,5,0,0,4,0,0,1,7,3,10
2138.0172,23,7,15,6,188,2429,1699,7,1,0,0,10,0,0,0,0,0,31,16,5,21
1344.1636,9,5,7,4,34,60,8,5,0,2,0,5,0,0,0,0,0,0,4,6,10
2128.6325,35,9,35,9,71,1014,712,9,5,0,0,41,0,0,0,0,1,53,29,7,36
1336.9631,10,5,6,4,26,84,30,5,0,2,0,4,0,0,0,0,0,1,4,6,10
2030.7864,22,7,15,6,188,2429,1699,7,1,0,0,32,0,0,0,0,0,29,13,8,21
1225.6453,11,4,7,3,5,17,4,4,0,3,0,4,0,0,1,0,1,0,4,2,6
2027.0875,18,5,14,4,17,33,2,5,0,0,0,14,0,0,0,0,0,3,7,3,10
1130.585,9,5,6,4,38,183,44,5,0,0,3,3,0,0,0,0,3,2,7,3,10
2009.3983,24,6,24,6,17,33,2,6,0,4,0,15,0,0,17,0,0,17,11,4,15
1035.4931,10,5,7,4,9,31,4,5,2,0,4,8,0,0,0,0,1,0,8,2,10
1983.9019,6,4,4,3,65,259,117,4,0,0,0,0,0,0,3,0,1,1,4,2,6
1029.5403,11,5,9,4,14,44,16,5,2,0,0,14,0,0,0,0,0,4,9,1,10
1818.6558,14,6,11,5,19,52,0,6,8,0,6,9,0,0,0,0,0,0,9,6,15
892.1117,12,5,7,4,208,2573,1387,5,0,0,0,9,0,0,0,0,0,11,8,2,10
859.8836,19,6,16,5,92,256,92,6,0,0,0,2,0,3,13,0,2,8,10,5,15
1809.3878,10,3,4,2,188,2429,1699,3,0,0,0,0,0,0,0,0,0,4,2,1,3
532.5544,11,5,9,4,12,50,21,5,2,4,0,6,0,0,2,0,1,0,8,2,10
1784.5217,10,4,7,3,27,96,40,4,0,0,0,7,0,0,0,0,0,5,5,1,6
497.655,12,8,11,7,14,36,7,8,10,0,10,12,0,0,0,0,2,0,12,16,28
1718.5022,11,4,7,3,34,308,140,4,0,0,0,0,2,0,7,0,1,0,4,2,6
319.2253,23,9,22,8,120,815,412,9,0,0,0,0,0,0,6,0,4,52,23,13,36
1667.2222,9,4,5,3,14,36,7,4,0,0,2,3,0,0,0,0,0,2,3,3,6
1645.5783,10,4,7,3,208,2573,1387,4,0,0,0,0,0,0,0,0,0,12,5,1,6
9818.1028,11,4,9,3,65,203,93,4,0,0,2,6,0,0,1,0,4,0,4,2,6
1629.4458,12,6,11,5,127,400,194,6,0,0,1,9,0,0,0,0,5,4,10,5,15
2204.3333,13,5,13,5,2,6,0,5,0,4,1,5,0,1,4,0,5,1,9,1,10
1364.6536,12,5,10,4,14,36,7,5,0,2,1,1,0,2,2,0,3,1,8,2,10
2136.5361,13,8,11,7,7,68,61,8,6,0,0,20,0,0,0,0,0,9,23,5,28
1305.6703,10,4,8,3,34,60,8,4,0,0,4,4,0,0,0,0,3,1,5,1,6
1213.9225,14,5,11,4,11,129,71,5,0,0,0,12,0,0,0,0,0,4,6,4,10
2039.5797,9,5,6,4,12,50,21,5,0,0,2,4,0,0,0,0,1,1,6,4,10
1189.3014,9,3,4,2,14,36,7,3,0,0,3,2,0,0,0,0,0,0,2,1,3
2019.2172,10,5,8,4,65,259,117,5,0,0,0,0,0,0,7,0,1,0,4,6,10
1146.5575,9,4,7,3,58,699,468,4,0,0,0,0,0,0,0,0,3,5,4,2,6
813.9258,12,6,11,5,38,177,79,6,1,0,0,13,0,0,0,0,0,5,8,7,15
1874.9325,10,4,8,3,12,50,21,4,0,4,0,4,0,0,3,0,1,0,5,1,6
360.7361,9,5,6,4,59,202,57,5,0,0,0,2,0,0,4,0,0,0,4,6,10
1859.1228,9,4,6,3,68,242,76,4,0,0,0,6,0,0,0,0,0,0,3,3,6
206.9456,14,4,7,3,65,203,93,4,0,0,4,2,0,0,1,0,3,1,5,1,6
1845.875,20,6,17,5,27,96,40,6,0,0,0,17,0,0,0,0,0,31,9,6,15
1810.2242,10,4,7,3,9,31,4,4,0,3,0,4,0,0,3,0,1,0,5,1,6
192.7981,10,4,7,3,68,242,76,4,0,0,0,7,0,0,0,0,0,0,3,3,6
1713.0819,12,4,8,3,34,308,140,4,0,0,0,4,3,0,2,0,1,0,3,3,6
187.2186,20,8,16,7,11,80,44,8,7,0,3,43,0,0,0,0,3,12,22,6,28
1684.8622,18,6,15,5,65,259,117,6,0,3,0,13,0,0,11,0,1,16,10,5,15
2979.765,76,7,76,7,31,48,15,7,15,0,17,44,0,0,0,0,11,0,15,6,21
1546.7306,76,7,76,7,31,48,15,7,15,0,17,44,0,0,0,0,11,0,20,1,21
1469.6597,76,7,75,6,9,21,16,7,15,0,17,44,0,0,0,0,11,0,20,1,21
2813.9289,76,7,76,7,31,48,15,7,15,0,17,44,0,0,0,0,11,0,20,1,21
470.1686,76,7,24,6,10,364,260,7,15,0,17,44,0,0,0,0,11,0,20,1,21
247.2294,76,7,76,7,31,48,15,7,15,0,17,44,0,0,0,0,11,0,20,1,21
469.3003,76,7,24,6,10,364,260,7,15,0,17,44,0,0,0,0,11,0,20,1,21
459.8794,10,5,7,4,68,242,76,5,0,0,0,7,0,0,0,0,0,3,5,5,10
466.7789,8,5,6,4,59,202,57,5,0,0,0,3,0,0,3,0,0,5,7,3,10
459.6694,20,6,18,5,58,310,157,6,0,0,0,0,0,0,0,5,16,5,10,5,15
1404.2897,20,6,14,5,58,824,641,6,0,0,0,0,0,0,0,6,16,1,7,8,15
1371.58,12,4,9,3,22,123,50,4,0,5,0,4,0,0,1,0,0,0,4,2,6
4307.2364,19,6,16,5,128,399,33,6,0,1,0,9,0,0,14,0,1,16,7,8,15
291.9925,9,3,6,2,14,36,7,3,0,0,4,2,0,0,0,0,0,0,2,1,3
2406.7817,6,3,4,2,65,259,117,3,0,0,0,0,0,0,3,0,1,0,2,1,3
713.0889,9,5,7,4,24,57,17,5,0,0,2,5,0,0,0,0,0,0,4,6,10
1461.105,10,6,9,5,68,242,76,6,1,0,0,9,0,0,0,0,0,2,7,8,15
292.5125,12,5,11,4,120,815,412,5,0,0,0,2,0,0,6,0,0,10,8,2,10
1455.9392,33,9,28,8,58,310,157,9,0,0,0,0,0,3,7,2,32,6,18,18,36
2932.6286,33,9,28,8,58,310,157,9,0,0,0,0,0,3,5,2,30,4,14,22,36
2736.3603,33,9,28,8,58,310,157,9,0,0,0,0,0,3,5,2,31,4,14,22,36
1389.5853,12,3,4,2,34,308,140,3,0,0,0,0,0,6,2,0,1,0,2,1,3
1415.6703,8,5,6,4,120,815,412,5,0,0,0,0,0,0,5,0,1,5,8,2,10
1396.9311,11,4,8,3,34,60,8,4,0,0,5,5,0,0,0,0,3,1,5,1,6
1358.2111,13,4,9,3,2,5,1,4,0,0,5,4,0,0,0,0,3,1,5,1,6
1185.0372,8,4,5,3,10,45,24,4,0,0,0,5,0,0,0,0,0,4,4,2,6
1309.2422,9,3,9,3,307,2119,1082,3,0,0,0,0,0,0,0,0,2,1,2,1,3
1176.9078,76,9,71,9,9,73,69,9,31,3,3,46,0,0,2,0,1,10,30,6,36
3595.1456,76,9,71,9,9,73,69,9,27,4,2,43,0,0,3,0,1,10,24,12,36
1018.1164,76,10,71,10,24,232,26,10,27,8,2,43,1,1,6,0,1,10,30,15,45
2510.8219,10,4,8,3,19,82,42,4,0,0,5,3,0,0,0,0,1,0,4,2,6
159.9222,9,3,9,3,68,242,76,3,0,0,0,2,0,0,4,0,0,0,2,1,3
510.3853,9,4,7,3,102,579,384,4,0,0,0,0,0,0,2,2,3,1,4,2,6
952.1242,13,6,11,5,5,8,2,6,6,0,0,14,0,0,1,0,0,0,10,5,15
2305.6258,10,4,8,3,93,132,9,4,0,0,3,5,0,0,0,0,4,0,4,2,6
738.8572,10,3,5,2,8,28,14,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1879.2428,9,4,6,3,26,84,30,4,0,0,2,4,0,0,0,0,1,0,4,2,6
377.4867,8,4,5,3,68,242,76,4,0,0,0,5,0,0,0,0,0,0,3,3,6
1665.5281,9,4,7,3,65,203,93,4,0,0,2,4,0,0,1,0,2,0,4,2,6
324.5331,8,4,5,3,68,242,76,4,0,0,0,5,0,0,0,0,0,0,3,3,6
1640.3297,10,4,8,3,93,132,9,4,0,1,2,5,0,0,1,0,3,0,4,2,6
218.3969,8,4,5,3,68,242,76,4,0,0,0,5,0,0,0,0,0,0,3,3,6
1498.0469,10,4,8,3,93,132,9,4,0,0,3,5,0,0,0,0,4,0,4,2,6
3526.4486,10,3,5,2,38,177,79,3,0,0,0,5,0,0,0,0,0,0,2,1,3
1476.7789,8,3,5,2,68,242,76,3,0,0,0,5,0,0,0,0,0,0,2,1,3
377.1689,11,5,6,4,58,824,641,5,0,2,3,4,0,0,0,0,0,5,6,4,10
1180.1653,8,3,5,2,128,399,33,3,0,0,0,0,0,0,4,0,1,0,2,1,3
1159.8617,9,4,5,3,9,48,29,4,0,0,0,7,0,0,0,0,0,1,3,3,6
2997.2617,9,3,5,2,14,44,16,3,0,0,0,5,0,0,0,0,0,0,2,1,3
1143.3625,10,5,6,4,8,34,16,5,0,0,2,4,0,0,0,0,1,2,5,5,10
978.1828,12,7,10,6,26,84,30,7,1,1,4,3,1,1,2,0,4,3,13,8,21
1136.5356,15,5,15,5,5,7,7,5,0,1,8,4,0,0,0,0,1,3,7,3,10
869.2653,22,7,20,6,59,202,57,7,0,0,0,0,0,0,24,0,0,29,15,6,21
8254.0217,11,4,5,3,26,117,30,4,0,0,0,7,0,0,0,0,0,1,4,2,6
5357.1625,8,3,4,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,4,2,1,3
986.9331,16,6,16,6,65,203,93,6,1,0,0,0,2,4,3,0,7,2,12,3,15
865.1219,9,4,4,3,65,203,93,4,0,0,2,2,0,0,1,0,0,3,5,1,6
863.5928,8,3,6,2,102,579,384,3,0,0,0,0,0,0,0,0,5,1,2,1,3
3403.1894,9,5,7,4,93,132,9,5,0,0,1,6,0,0,0,0,2,2,5,5,10
2376.9428,12,5,6,4,5,11,2,5,0,0,0,6,0,0,0,0,0,4,5,5,10
723.1778,8,3,6,2,19,60,8,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1294.3633,9,5,7,4,2,2,0,5,0,0,2,5,0,0,0,0,1,2,5,5,10
1232.9783,9,3,5,2,1,4,0,3,0,0,0,6,0,0,0,0,0,1,3,0,3
553.4461,11,5,6,4,179,2096,1422,5,0,0,0,0,0,0,0,0,0,8,5,5,10
671.5397,8,3,5,2,68,242,76,3,0,0,0,5,0,0,0,0,0,0,2,1,3
459.2906,13,6,12,5,38,183,44,6,1,0,0,10,0,0,1,0,0,4,10,5,15
622.2942,10,5,7,4,19,52,0,5,0,0,0,7,0,0,0,0,0,4,5,5,10
365.3972,9,5,9,5,2,2,0,5,0,0,0,7,0,0,0,0,0,1,4,6,10
384.1786,8,3,6,2,59,202,57,3,0,0,0,0,0,0,6,0,0,0,2,1,3
380.3592,9,5,6,4,13,24,11,5,0,0,0,6,0,0,0,0,0,3,5,5,10
353.1689,8,3,6,2,19,60,8,3,0,0,0,6,0,0,0,0,0,0,2,1,3
313.7036,9,5,6,4,9,31,4,5,0,0,0,6,0,0,0,0,0,1,4,6,10
334.6469,12,3,4,2,26,117,30,3,0,0,0,4,0,0,0,0,0,0,2,1,3
292.8203,11,6,8,5,16,30,6,6,0,0,0,8,0,0,0,0,0,5,6,9,15
287.0769,9,4,9,4,67,383,230,4,0,0,0,0,0,0,0,0,0,9,5,1,6
291.8175,12,6,9,5,188,2429,1699,6,0,0,0,0,0,0,6,0,2,11,11,4,15
189.9986,16,7,13,6,12,50,21,7,5,2,6,3,0,0,3,0,5,2,16,5,21
2496.2217,8,6,6,5,65,259,117,6,0,0,0,0,0,0,5,0,1,0,5,10,15
1006.9889,11,6,9,5,5,11,2,6,2,0,5,8,0,0,0,0,3,2,12,3,15
7608.7581,12,6,12,6,15804,0,0,6,0,0,0,0,0,0,11,0,1,6,9,6,15
704.4253,12,6,10,5,61,372,213,6,0,0,0,0,0,0,12,0,1,6,9,6,15
2680.8378,23,7,23,7,38,177,79,7,4,0,0,29,0,0,3,0,0,11,13,8,21
93.3011,13,5,7,4,65,203,93,5,0,0,0,6,0,0,1,0,0,4,7,3,10
118.7678,32,7,23,6,87,1365,1197,7,0,0,2,27,0,0,0,0,7,27,18,3,21
5549.0033,10,5,7,4,65,203,93,5,0,0,2,4,0,0,1,0,2,0,5,5,10
1038.7419,26,9,18,8,208,2573,1387,9,5,0,0,33,0,0,0,0,0,14,21,15,36
1872.6925,9,5,6,4,1,3,0,5,0,0,0,6,0,0,0,0,0,3,5,5,10
1013.8189,9,5,5,4,38,183,44,5,0,0,2,5,0,0,0,0,0,1,4,6,10
1342.9097,22,7,12,6,188,2429,1699,7,0,0,0,0,0,0,0,0,2,20,9,12,21
861.6347,9,5,6,4,6,22,4,5,0,0,1,5,0,0,0,0,1,1,5,5,10
812.9289,11,4,5,3,188,2429,1699,4,0,0,0,0,0,0,0,0,0,6,4,2,6
1633.2253,9,5,6,4,15,36,1,5,0,0,2,4,0,0,0,0,3,1,5,5,10
811.9242,10,5,7,4,27,96,40,5,0,0,0,7,0,0,0,0,0,5,7,3,10
1314.0242,12,5,8,4,34,60,8,5,0,0,0,9,0,0,0,0,0,2,5,5,10
693.6972,13,7,11,6,67,383,230,7,2,3,0,13,0,0,2,0,3,4,18,3,21
1069.6125,15,5,12,4,25,52,21,5,0,0,0,13,0,0,0,0,0,2,6,4,10
688.2581,5,4,3,3,67,383,230,4,0,0,0,0,0,0,1,0,2,0,3,3,6
1045.475,9,5,6,4,19,52,0,5,0,0,0,6,0,0,0,0,0,2,5,5,10
489.5919,10,5,6,4,67,383,230,5,0,4,0,4,0,0,2,0,2,0,7,3,10
949.7661,10,5,7,4,24,57,17,5,0,0,0,7,0,0,0,0,0,2,5,5,10
333.9761,5,4,3,3,35,114,25,4,0,0,0,3,0,0,0,0,0,1,3,3,6
831.0636,14,5,9,4,65,203,93,5,0,0,6,5,0,0,1,0,4,3,7,3,10
203.4989,12,5,10,4,67,383,230,5,0,2,0,7,0,0,1,0,0,0,5,5,10
812.1108,10,3,4,2,58,824,641,3,0,0,0,0,0,0,0,0,0,4,2,1,3
1169.0658,10,4,7,3,13,24,11,4,0,0,0,7,0,0,0,0,0,4,5,1,6
791.5625,10,6,7,5,65,259,117,6,0,3,0,5,0,0,4,0,1,0,8,7,15
534.6647,17,6,14,5,208,2573,1387,6,0,0,0,0,0,0,13,0,1,8,10,5,15
1355.8161,10,4,7,3,58,824,641,4,0,0,0,7,0,0,0,0,0,1,4,2,6
508.8983,9,4,3,3,208,2573,1387,4,0,0,0,0,0,0,0,0,0,4,4,2,6
458.6192,9,4,3,3,208,2573,1387,4,0,0,0,0,0,0,0,0,0,4,4,2,6
1191.8133,9,4,7,3,10,15,0,4,0,0,0,7,0,0,0,0,0,2,4,2,6
175.295,19,7,16,6,67,383,230,7,0,3,0,13,0,0,4,0,1,13,15,6,21
14.4464,9,5,6,4,38,183,44,5,1,0,0,7,0,0,0,0,0,0,5,5,10
711.3211,9,3,5,2,58,824,641,3,0,0,0,0,0,0,0,0,0,7,2,1,3
8586.0281,15,10,14,9,12,109,79,10,3,1,0,17,0,0,1,0,1,7,19,26,45
685.7861,25,5,17,4,58,824,641,5,1,0,0,23,0,0,0,0,0,12,8,2,10
560.7139,9,4,6,3,13,24,11,4,0,0,0,6,0,0,0,0,0,1,4,2,6
2855.4303,8,4,8,4,73,1046,865,4,0,0,0,0,0,0,0,0,0,9,6,0,6
328.1114,11,4,9,3,93,132,9,4,0,2,1,6,0,0,2,0,1,2,4,2,6
157.1581,12,7,9,6,34,129,63,7,3,3,0,10,0,0,3,0,0,4,18,3,21
2125.3,12,4,11,3,8,22,3,4,1,0,4,5,0,0,0,0,0,0,2,4,6
5023.6703,10,6,6,5,38,177,79,6,0,0,0,6,0,0,0,0,0,4,8,7,15
1966.7728,10,4,8,3,3,10,0,4,0,0,0,8,0,0,0,0,0,2,4,2,6
2886.8756,13,6,11,5,17,33,2,6,2,8,0,10,0,0,4,0,1,1,11,4,15
1876.5842,13,3,4,2,58,824,641,3,0,0,0,0,0,0,0,0,0,5,2,1,3
1688.1067,10,6,7,5,11,80,44,6,0,1,0,7,0,0,2,0,0,4,9,6,15
1524.4081,9,4,6,3,38,183,44,4,0,0,0,6,0,0,0,0,0,0,3,3,6
1564.3075,10,5,7,4,6,5,0,5,0,0,0,8,0,0,0,0,0,5,6,4,10
1349.4061,10,5,8,4,65,259,117,5,0,0,0,0,0,0,5,0,1,4,7,3,10
1074.7803,12,5,7,4,128,399,33,5,0,0,0,0,0,0,6,0,1,5,7,3,10
1198.0125,17,5,8,4,38,183,44,5,0,0,0,13,0,0,0,0,0,4,6,4,10
903.7814,9,5,6,4,9,30,15,5,0,0,0,6,0,0,0,0,0,3,6,4,10
846.9464,9,4,5,3,38,183,44,4,0,0,0,6,0,0,0,0,0,0,3,3,6
904.2067,9,5,6,4,9,30,15,5,0,0,0,6,0,0,0,0,0,1,5,5,10
752.9161,9,4,6,3,38,183,44,4,0,0,0,6,0,0,0,0,0,1,4,2,6
731.8497,9,5,6,4,9,30,15,5,0,0,0,6,0,0,0,0,0,2,5,5,10
